Year,Make,Model,Category,inventory_id,created_at
2014,Nissan,NV1500 Cargo,Van/Minivan,911,2006-05-12
2012,GMC,Yukon XL 1500,SUV,912,2021-06-01
2014,Lexus,LX,SUV,913,2018-12-14
1998,Ford,F150 Regular Cab,Pickup,914,2015-01-30
1997,Isuzu,Oasis,Van/Minivan,915,2004-03-10
2010,GMC,Terrain,SUV,916,2021-09-30
2018,Ferrari,Portofino,Convertible,917,2015-07-22
2006,Maybach,57,Sedan,918,2001-12-02
2015,Kia,Optima Hybrid,Sedan,1770,2019-12-22
1997,Dodge,Ram Van 1500,Van/Minivan,920,2010-01-28
2001,Chevrolet,Silverado 1500 Extended Cab,Pickup,921,2004-04-27
1997,Geo,Tracker,SUV,922,2010-04-18
1992,Pontiac,Trans Sport,Van/Minivan,1266,2003-08-29
2019,Mercedes-Benz,Mercedes-AMG CLA,Sedan,924,2021-03-26
2005,Dodge,Neon,Sedan,925,2006-07-04
2019,Audi,e-tron,SUV,946,2011-05-10
2010,Chevrolet,Silverado 1500 Extended Cab,Pickup,927,2012-05-03
2018,Dodge,Challenger,Coupe,928,2017-11-03
2003,Oldsmobile,Alero,"Sedan, Coupe",929,2003-03-31
2002,Mitsubishi,Diamante,Sedan,930,2007-04-12
2012,BMW,1 Series,"Convertible, Coupe",931,2018-12-23
2015,BMW,X4,SUV,932,2002-11-18
2019,Ford,Taurus,Sedan,1778,2022-07-30
2019,Ford,Transit 350 Wagon,Van/Minivan,934,2013-01-30
2007,Suzuki,XL7,SUV,935,2010-06-15
1998,Volvo,V70,Wagon,936,2023-06-28
2001,Dodge,Ram 1500 Quad Cab,Pickup,937,2020-02-01
2004,Jaguar,S-Type,Sedan,938,2002-10-07
1999,Lexus,SC,Coupe,939,2017-02-14
1995,Mercury,Cougar,Coupe,940,2004-11-25
1998,Land Rover,Discovery,SUV,941,2020-11-30
2012,Mitsubishi,Galant,Sedan,942,2006-03-31
2003,Chrysler,PT Cruiser,Wagon,943,2016-01-29
2017,BMW,4 Series,"Sedan, Coupe, Convertible",944,2009-03-24
2012,Ford,F350 Super Duty Super Cab,Pickup,945,2000-05-23
2019,Audi,e-tron,SUV,946,2011-05-10
2019,Audi,A3,"Convertible, Sedan",947,2014-04-25
2001,Toyota,Tundra Regular Cab,Pickup,948,2002-11-24
1995,Oldsmobile,Silhouette,Van/Minivan,949,2022-08-04
2007,GMC,Yukon XL 2500,SUV,950,2008-10-24
2015,Mercedes-Benz,Sprinter 2500 Passenger,Van/Minivan,951,2003-12-21
1999,Buick,Century,Sedan,952,2019-01-31
2017,Audi,TT,"Coupe, Convertible",953,2004-02-02
1999,BMW,Z3,"Convertible, Coupe",954,2001-02-02
1993,Ford,Taurus,"Wagon, Sedan",955,2010-08-17
1994,Pontiac,Bonneville,Sedan,1735,2006-08-09
2014,Toyota,Tundra Double Cab,Pickup,957,2014-01-22
2010,Maybach,57,Sedan,1197,2017-03-29
1992,Chevrolet,Suburban 1500,SUV,959,2015-09-14
2017,Aston Martin,Rapide S,Sedan,960,2006-02-19
2019,Dodge,Journey,SUV,961,2000-08-05
2019,Ram,ProMaster Cargo Van,Van/Minivan,962,2013-06-30
2019,Mercedes-Benz,GLC Coupe,SUV,963,2002-01-29
2002,BMW,M5,Sedan,1917,2019-07-31
1992,Buick,Park Avenue,Sedan,965,2008-10-29
2011,Chevrolet,Express 2500 Passenger,Van/Minivan,966,2002-08-02
2015,GMC,Canyon Crew Cab,Pickup,967,2007-08-28
2002,Nissan,Xterra,SUV,968,2009-08-24
2013,Nissan,JUKE,SUV,969,2023-03-21
2011,Nissan,Armada,SUV,970,2006-11-01
2002,Volkswagen,Eurovan,Van/Minivan,971,2016-01-06
2002,Jaguar,S-Type,Sedan,1389,2022-05-27
2020,Jeep,Wrangler Unlimited,SUV,973,2017-11-26
2006,Dodge,Magnum,Wagon,1416,2017-03-12
1999,Ford,F150 Regular Cab,Pickup,975,2001-09-03
2015,Mercedes-Benz,CLS-Class,Sedan,976,2010-12-03
1993,MAZDA,323,Hatchback,977,2007-11-22
2003,Jaguar,XJ,Sedan,978,2009-10-26
2010,MAZDA,MAZDA3,"Sedan, Hatchback",979,2021-02-21
2018,Dodge,Durango,SUV,1446,2005-03-29
2009,Lexus,IS F,Sedan,981,2017-04-14
2016,Ford,F350 Super Duty Crew Cab,Pickup,982,2020-12-21
2018,Toyota,RAV4,SUV,983,2002-08-21
2010,Nissan,Versa,"Sedan, Hatchback",984,2010-05-22
2000,Volkswagen,New Beetle,Hatchback,985,2015-04-16
2002,Dodge,Ram 3500 Regular Cab,Pickup,1728,2020-12-14
2003,Nissan,Frontier King Cab,Pickup,987,2006-09-25
2015,Jeep,Compass,SUV,988,2010-02-13
2002,Lincoln,Blackwood,Pickup,989,2013-08-24
1994,Nissan,Altima,Sedan,990,2003-07-11
2018,Nissan,Rogue Sport,SUV,991,2014-09-13
2010,Chevrolet,Express 3500 Cargo,Van/Minivan,992,2007-08-17
1996,GMC,2500 Club Coupe,Pickup,993,2004-07-16
2020,Hyundai,Ioniq Plug-in Hybrid,Hatchback,994,2015-08-25
2007,Dodge,Grand Caravan Passenger,Van/Minivan,995,2013-03-26
1995,Toyota,Previa,Van/Minivan,996,2006-05-20
2017,Cadillac,XTS,Sedan,997,2008-08-30
2001,MAZDA,B-Series Cab Plus,Pickup,998,2018-04-14
2012,Kia,Sorento,SUV,1290,2005-05-22
2001,Chevrolet,Silverado 2500 HD Extended Cab,Pickup,1000,2021-01-31
2002,Mercedes-Benz,CLK-Class,"Coupe, Convertible",1001,2003-01-24
2003,Toyota,Tundra Regular Cab,Pickup,1002,2011-01-04
2011,Porsche,911,"Convertible, Coupe",1288,2008-09-29
2000,GMC,Savana 2500 Cargo,Van/Minivan,1004,2016-02-23
2014,Porsche,Boxster,Convertible,1005,2002-11-25
2013,Lamborghini,Aventador,"Coupe, Convertible",1006,2009-11-14
2010,Mitsubishi,Lancer,"Sedan, Hatchback",1007,2012-07-16
2017,Toyota,RAV4,SUV,1008,2006-02-13
1998,Dodge,Neon,"Sedan, Coupe",1009,2020-02-15
1996,Suzuki,Swift,Hatchback,1010,2015-02-27
2004,Pontiac,Vibe,Wagon,1011,2000-10-08
2010,Dodge,Ram 2500 Crew Cab,Pickup,1012,2002-06-28
1993,Ford,Explorer,SUV,1607,2012-05-02
1995,Ford,Contour,Sedan,1621,2013-08-27
1998,Dodge,Intrepid,Sedan,1536,2023-05-19
1998,Toyota,Land Cruiser,SUV,1016,2002-09-09
2005,Mercedes-Benz,SL-Class,Convertible,1017,2011-11-18
2014,Land Rover,Range Rover,SUV,1018,2002-09-30
2006,Dodge,Ram 2500 Regular Cab,Pickup,1019,2004-06-01
1999,Chevrolet,Cavalier,"Coupe, Sedan, Convertible",1020,2020-06-04
2014,Chrysler,Town & Country,Van/Minivan,1021,2021-06-04
2006,Chevrolet,Colorado Crew Cab,Pickup,1022,2016-09-13
2002,MAZDA,MX-5 Miata,Convertible,1023,2022-07-12
2019,Toyota,Mirai,Sedan,1024,2005-03-24
2007,Chevrolet,Monte Carlo,Coupe,1025,2000-09-14
2013,Ford,F250 Super Duty Crew Cab,Pickup,1721,2006-06-10
2005,BMW,3 Series,"Sedan, Coupe, Convertible, Wagon",1027,2020-12-13
2017,Ford,Transit Connect Passenger,Van/Minivan,1028,2000-07-11
2006,Toyota,RAV4,SUV,1029,2023-10-12
2017,Chevrolet,Sonic,"Sedan, Hatchback",1030,2011-08-11
2007,Kia,Optima,Sedan,1031,2011-12-04
2007,Ferrari,612 Scaglietti,Coupe,1032,2001-06-22
2017,Chevrolet,Volt,Hatchback,1657,2015-05-07
2011,Mercedes-Benz,CL-Class,Coupe,1034,2022-02-20
2011,Chevrolet,Colorado Regular Cab,Pickup,1035,2011-02-24
1996,Chevrolet,Beretta,Coupe,1036,2018-08-28
2019,BMW,X6 M,SUV,1037,2007-08-07
1999,Pontiac,Grand Prix,"Sedan, Coupe",1038,2011-12-06
1992,Ford,Mustang,"Coupe, Convertible",1962,2015-07-05
2008,Acura,RL,Sedan,1887,2017-10-28
2012,Mercedes-Benz,Sprinter 2500 Passenger,Van/Minivan,1041,2017-11-01
2007,Scion,tC,Coupe,1042,2006-03-25
2020,Honda,Ridgeline,Pickup,1043,2020-01-03
2019,Lincoln,Navigator,SUV,1044,2020-02-04
2018,Mercedes-Benz,C-Class,"Convertible, Coupe, Sedan",1045,2006-08-24
2020,Nissan,NV3500 HD Passenger,Van/Minivan,1046,2006-10-01
2003,Ford,Explorer Sport,SUV,1047,2023-03-23
2001,Nissan,Frontier King Cab,Pickup,1048,2009-09-17
1993,Ford,Econoline E350 Cargo,Van/Minivan,1049,2003-02-21
2010,Dodge,Avenger,Sedan,1050,2020-10-11
2018,Lincoln,MKT,SUV,1051,2000-09-01
2004,Ford,Focus,"Sedan, Hatchback, Wagon",1052,2014-12-28
1994,Suzuki,Sidekick,SUV,1053,2001-05-30
2001,GMC,Savana 2500 Cargo,Van/Minivan,1054,2007-12-04
1996,Audi,A6,"Sedan, Wagon",1055,2020-08-19
2002,Porsche,Boxster,Convertible,1056,2002-04-06
2013,Nissan,GT-R,Coupe,1057,2017-04-07
1999,Lexus,ES,Sedan,1058,2002-08-18
1993,GMC,3500 Club Coupe,Pickup,1059,2013-07-11
2004,MINI,Cooper,Hatchback,1060,2010-10-18
2017,Ram,1500 Crew Cab,Pickup,1061,2015-05-31
2015,Toyota,Sienna,Van/Minivan,1062,2005-03-05
2013,Subaru,Impreza,"Sedan, Wagon",1063,2014-07-17
2002,Dodge,Grand Caravan Passenger,Van/Minivan,1064,2016-06-06
1992,GMC,2500 Club Coupe,Pickup,1065,2008-06-19
2019,Mercedes-Benz,Mercedes-AMG GLS,SUV,1090,2018-09-28
1998,Dodge,Dakota Regular Cab,Pickup,1067,2020-01-20
2016,GMC,Canyon Crew Cab,Pickup,1068,2015-04-23
2014,Toyota,Avalon,Sedan,1069,2018-02-02
1997,Suzuki,Swift,Hatchback,1070,2000-05-20
2016,INFINITI,QX50,SUV,1716,2012-01-23
1994,Isuzu,Amigo,SUV,1072,2021-10-15
2014,BMW,5 Series,Sedan,1073,2016-05-12
2017,Ford,F350 Super Duty Crew Cab,Pickup,1074,2020-08-19
1999,GMC,Safari Passenger,Van/Minivan,1075,2012-03-14
1994,Dodge,Ram Van B150,Van/Minivan,1076,2014-01-09
1998,Dodge,Ram 1500 Club Cab,Pickup,1077,2001-06-15
2002,Toyota,Tundra Access Cab,Pickup,1078,2010-03-27
2020,Subaru,WRX,Sedan,1079,2013-08-30
2018,Mercedes-Benz,Metris WORKER Passenger,Van/Minivan,1080,2006-02-25
2006,Chevrolet,Uplander Passenger,Van/Minivan,1081,2020-10-16
2016,Ford,Mustang,"Coupe, Convertible",1082,2015-11-02
2018,Jaguar,F-TYPE,"Convertible, Coupe",1083,2000-04-17
1993,Alfa Romeo,164,Sedan,1084,2010-11-13
2009,Kia,Borrego,SUV,1085,2008-09-25
2016,Acura,ILX,Sedan,1086,2012-05-22
2004,Mercedes-Benz,SLK-Class,Convertible,1087,2006-10-04
2009,Chevrolet,Express 3500 Cargo,Van/Minivan,1429,2007-04-20
2017,Chrysler,Pacifica,Van/Minivan,1089,2016-07-02
2019,Mercedes-Benz,Mercedes-AMG GLS,SUV,1090,2018-09-28
2000,Chevrolet,Astro Cargo,Van/Minivan,1091,2002-12-08
1992,Mitsubishi,Mirage,"Hatchback, Sedan",1092,2007-08-31
1993,GMC,2500 Regular Cab,Pickup,1093,2005-06-26
1997,Ford,Escort,"Sedan, Wagon",1094,2018-08-11
2008,MINI,Convertible,Convertible,1095,2014-02-19
2009,MAZDA,RX-8,Coupe,1497,2018-10-12
2003,Chevrolet,Silverado 2500 HD Extended Cab,Pickup,1097,2007-03-28
2012,MINI,Countryman,Hatchback,1098,2017-05-17
2020,Jaguar,F-PACE,SUV,1099,2017-05-26
2018,Alfa Romeo,Stelvio,SUV,1405,2004-07-16
2014,Toyota,Prius c,Hatchback,1410,2016-01-08
2000,MAZDA,MPV,Van/Minivan,1102,2000-06-07
1992,Dodge,D150 Regular Cab,Pickup,1103,2016-08-08
2007,Ford,Freestyle,SUV,1104,2012-04-10
2005,Chevrolet,Cavalier,"Sedan, Coupe",1105,2005-04-20
2006,Subaru,Impreza,"Wagon, Sedan",1106,2020-01-17
2006,Mitsubishi,Outlander,SUV,1107,2018-04-03
2019,BMW,4 Series,"Convertible, Sedan, Coupe",1108,2020-01-10
1995,Chevrolet,G-Series G10,Van/Minivan,1109,2021-06-13
2011,Lincoln,Navigator L,SUV,1110,2020-06-10
2018,Ford,Focus,"Sedan, Hatchback",1111,2005-05-12
2002,Volkswagen,Passat,"Sedan, Wagon",1112,2014-04-02
2007,Dodge,Ram 2500 Quad Cab,Pickup,1113,2019-09-21
1992,Toyota,Land Cruiser,SUV,1114,2007-10-15
2015,Hyundai,Tucson Fuel Cell,SUV,1115,2004-02-27
2019,BMW,M4,"Coupe, Convertible",1116,2013-06-07
1998,Audi,Cabriolet,Convertible,1117,2012-10-09
2009,Porsche,Boxster,Convertible,1118,2005-08-07
2017,Mercedes-Benz,Mercedes-AMG GLC,SUV,1119,2006-01-05
2004,Buick,Rainier,SUV,1120,2011-01-28
2003,Ford,Windstar Passenger,Van/Minivan,1121,2022-07-19
1995,Dodge,Viper,Convertible,1122,2017-12-05
2019,Ford,EcoSport,SUV,1123,2002-05-24
2007,Mercury,Milan,Sedan,1124,2000-04-17
1993,Dodge,Ram Wagon B250,Van/Minivan,1125,2012-09-19
2020,Mercedes-Benz,GLC,SUV,1126,2016-04-25
1999,Honda,Passport,SUV,1127,2021-04-09
1999,Chevrolet,Silverado 1500 Extended Cab,Pickup,1128,2009-12-22
1994,Dodge,Ram Wagon B150,Van/Minivan,1129,2015-01-05
2008,Ford,E250 Cargo,Van/Minivan,1130,2008-10-25
1994,Chrysler,Town & Country,Van/Minivan,1131,2002-06-06
2016,Lexus,RC,Coupe,1132,2010-06-12
2015,Maserati,Quattroporte,Sedan,1133,2022-05-30
2017,Chevrolet,Silverado 1500 Crew Cab,Pickup,1269,2017-12-27
2004,Suzuki,Aerio,"Sedan, Wagon",1135,2022-04-11
2007,Mercedes-Benz,SLK-Class,Convertible,1136,2007-01-26
2009,GMC,Savana 2500 Cargo,Van/Minivan,1137,2023-09-18
1997,Chevrolet,Suburban 2500,SUV,1138,2012-09-24
2016,Audi,S3,Sedan,1139,2018-08-31
2000,Toyota,RAV4,SUV,1140,2021-07-25
2006,Scion,xA,Hatchback,1141,2009-10-07
1996,Toyota,Celica,"Hatchback, Convertible, Coupe",1142,2011-05-13
1999,Dodge,Avenger,Coupe,1297,2011-11-18
2002,Chevrolet,Monte Carlo,Coupe,1144,2018-09-03
2003,Honda,Insight,Hatchback,1145,2019-01-27
2009,Subaru,Forester,SUV,1146,2008-09-16
2020,Lincoln,Navigator,SUV,1147,2022-09-27
2010,INFINITI,FX,SUV,1148,2017-05-17
1998,Eagle,Talon,Hatchback,1149,2018-09-21
2020,Kia,Soul,Wagon,1150,2018-02-11
2006,Mercedes-Benz,SL-Class,Convertible,1151,2009-07-03
2020,Nissan,NV200,Van/Minivan,1152,2018-10-07
2015,Honda,Accord,"Sedan, Coupe",1153,2020-06-13
2009,BMW,M3,"Coupe, Sedan, Convertible",1154,2020-04-23
2010,Lamborghini,Murcielago,"Coupe, Convertible",1155,2002-11-27
1995,Cadillac,Fleetwood,Sedan,1156,2007-05-28
2008,smart,fortwo,"Hatchback, Convertible",1157,2005-05-13
2019,GMC,Sierra 2500 HD Double Cab,Pickup,1158,2007-03-28
2019,Audi,A7,Sedan,1159,2000-02-16
2003,Volkswagen,Passat,"Wagon, Sedan",1160,2016-03-14
2014,Ford,Mustang,"Coupe, Convertible",1161,2001-06-18
2013,Mercedes-Benz,CLS-Class,Coupe,1498,2002-12-01
2007,Bentley,Continental,"Sedan, Coupe, Convertible",1163,2015-05-15
2012,Mercedes-Benz,SLK-Class,Convertible,1164,2007-04-05
2016,Jaguar,XF,Sedan,1165,2008-04-08
2002,Saturn,VUE,SUV,1166,2009-01-05
2011,BMW,M3,"Convertible, Coupe, Sedan",1167,2023-03-04
2006,INFINITI,G,"Coupe, Sedan",1168,2014-11-05
2004,Mitsubishi,Galant,Sedan,1169,2005-12-06
2017,Subaru,BRZ,Coupe,1170,2017-11-25
2012,Chevrolet,Traverse,SUV,1171,2016-03-10
2006,Land Rover,LR3,SUV,1172,2020-11-10
2006,Dodge,Viper,"Coupe, Convertible",1173,2002-08-15
2018,GMC,Savana 3500 Cargo,Van/Minivan,1356,2005-11-19
1999,Dodge,Neon,"Coupe, Sedan",1175,2001-05-16
2012,Ford,Explorer,SUV,1176,2000-11-25
1994,Mitsubishi,3000GT,Coupe,1177,2014-01-28
2000,Mercury,Grand Marquis,Sedan,1178,2023-04-11
2003,Porsche,Boxster,Convertible,1179,2003-09-01
2015,Nissan,Titan Crew Cab,Pickup,1180,2006-08-19
1998,Chevrolet,2500 Extended Cab,Pickup,1181,2019-08-30
2013,BMW,X6 M,SUV,1182,2018-02-03
1992,Nissan,240SX,"Hatchback, Coupe, Convertible",1183,2006-05-16
2005,BMW,X3,SUV,1184,2010-06-17
1993,Chevrolet,Astro Passenger,Van/Minivan,1185,2018-03-31
2017,BMW,X5,SUV,1186,2012-11-23
1999,Dodge,Ram 1500 Quad Cab,Pickup,1187,2022-05-19
2019,Jaguar,I-PACE,SUV,1188,2009-02-14
2017,Chevrolet,Cruze,"Hatchback, Sedan",1189,2015-06-03
2014,Toyota,Yaris,Hatchback,1292,2007-01-22
2002,Ford,Windstar Cargo,Van/Minivan,1191,2005-12-05
1997,Ford,Mustang,"Convertible, Coupe",1250,2007-10-24
2004,Mercury,Grand Marquis,Sedan,1193,2017-04-30
2007,Suzuki,Forenza,"Sedan, Wagon",1194,2013-06-27
2001,Toyota,Tacoma Xtracab,Pickup,1195,2022-04-15
2001,GMC,Savana 1500 Cargo,Van/Minivan,1196,2005-04-10
2010,Maybach,57,Sedan,1197,2017-03-29
2006,Cadillac,SRX,SUV,1198,2018-10-08
2018,Mercedes-Benz,Metris WORKER Cargo,Van/Minivan,1744,2022-10-12
1993,Lexus,LS,Sedan,1200,2016-02-13
2010,Chevrolet,Cobalt,"Sedan, Coupe",1201,2004-03-10
2000,Toyota,Tundra Access Cab,Pickup,1202,2003-01-26
1999,Toyota,4Runner,SUV,1203,2021-08-01
2006,Saturn,Relay,Van/Minivan,1204,2017-01-19
2011,Ferrari,599 GTO,Coupe,1205,2015-05-07
2011,Ram,3500 Crew Cab,Pickup,1206,2002-01-26
2000,Dodge,Dakota Club Cab,Pickup,1207,2022-06-29
1998,Subaru,Forester,SUV,1208,2008-02-07
2004,Buick,Century,Sedan,1209,2011-08-19
2007,Hyundai,Sonata,Sedan,1210,2018-12-03
2002,Chevrolet,Silverado 2500 HD Extended Cab,Pickup,1211,2014-07-01
2012,Nissan,370Z,"Convertible, Coupe",1212,2022-01-13
1992,Dodge,Ram Wagon B150,Van/Minivan,1213,2005-07-01
1999,Honda,CR-V,SUV,1214,2017-11-24
2017,Ford,Transit 250 Van,Van/Minivan,1215,2023-09-04
2005,Chevrolet,Express 3500 Cargo,Van/Minivan,1216,2007-01-10
2006,Lexus,ES,Sedan,1217,2001-12-05
2006,BMW,X5,SUV,1218,2014-09-17
2019,Ford,Expedition,SUV,1219,2002-11-01
2010,Chevrolet,Camaro,Coupe,1220,2015-09-18
2002,Kia,Sportage,SUV,1221,2015-07-04
2004,GMC,Safari Cargo,Van/Minivan,1222,2001-12-17
1993,Porsche,928,Hatchback,1223,2015-10-19
1997,Jaguar,XJ,Sedan,1224,2015-10-08
2013,Acura,ILX,Sedan,1225,2021-05-21
2000,Lincoln,Continental,Sedan,1226,2022-02-04
2007,Jeep,Grand Cherokee,SUV,1227,2001-11-23
1996,GMC,Safari Passenger,Van/Minivan,1228,2020-10-10
2007,Ford,E150 Super Duty Cargo,Van/Minivan,1229,2022-04-03
2008,Nissan,Titan King Cab,Pickup,1230,2013-05-18
2007,Isuzu,Ascender,SUV,1231,2003-01-19
2012,BMW,7 Series,Sedan,1232,2004-03-15
2016,Cadillac,CT6,Sedan,1233,2020-02-06
2001,Honda,CR-V,SUV,1234,2016-08-17
2008,Chevrolet,Tahoe,SUV,1235,2008-09-16
2007,BMW,6 Series,"Coupe, Convertible",1236,2001-06-20
2019,Subaru,WRX,Sedan,1237,2016-03-01
1995,Cadillac,Seville,Sedan,1238,2015-11-14
2004,Toyota,Sequoia,SUV,1239,2023-07-16
2013,Audi,A8,Sedan,1240,2023-05-27
2020,Lexus,ES,Sedan,1241,2010-05-31
1999,Isuzu,Trooper,SUV,1242,2017-06-26
1995,Suzuki,Swift,Hatchback,1243,2023-11-16
2002,Chevrolet,Tracker,SUV,1244,2003-01-13
2018,Nissan,NV3500 HD Cargo,Van/Minivan,1245,2023-10-23
2019,Mercedes-Benz,SLC,Convertible,1489,2022-03-06
2001,Honda,Insight,Hatchback,1247,2012-08-13
1998,INFINITI,Q,Sedan,1248,2015-05-15
2014,Chevrolet,Express 2500 Cargo,Van/Minivan,1249,2000-06-04
1997,Ford,Mustang,"Convertible, Coupe",1250,2007-10-24
2005,Audi,S4,"Convertible, Wagon, Sedan",1251,2011-06-27
1992,GMC,Rally Wagon 1500,Van/Minivan,1252,2003-11-23
2009,Dodge,Ram 1500 Quad Cab,Pickup,1253,2016-06-20
1997,Acura,CL,Coupe,1254,2014-09-22
2005,MAZDA,MPV,Van/Minivan,1255,2001-01-19
2015,Chevrolet,Traverse,SUV,1256,2009-08-27
2020,Ford,Edge,SUV,1257,2008-05-25
2000,Nissan,Sentra,Sedan,1258,2013-08-27
2015,Chevrolet,Trax,SUV,1259,2007-11-01
2017,Mercedes-Benz,Mercedes-Maybach S-Class,Sedan,1260,2007-04-27
2010,Honda,Accord,"Sedan, Coupe",1261,2003-11-19
1997,Dodge,Ram Van 2500,Van/Minivan,1262,2020-05-03
2000,Ford,Windstar Cargo,Van/Minivan,1263,2015-03-11
2005,Mercury,Monterey,Van/Minivan,1264,2023-02-05
2002,Mercury,Villager,Van/Minivan,1265,2003-04-29
1992,Pontiac,Trans Sport,Van/Minivan,1266,2003-08-29
2006,Dodge,Sprinter 2500 Passenger,Van/Minivan,1267,2022-10-08
1999,Saab,3-Sep,"Hatchback, Convertible",1268,2022-06-27
2017,Chevrolet,Silverado 1500 Crew Cab,Pickup,1269,2017-12-27
2007,GMC,Sierra (Classic) 1500 Extended Cab,Pickup,1270,2003-10-03
2005,Mercedes-Benz,M-Class,SUV,1271,2023-07-09
2009,Rolls-Royce,Phantom,"Convertible, Coupe, Sedan",1272,2004-06-06
2018,Freightliner,Sprinter WORKER Cargo,Van/Minivan,1273,2014-06-21
2008,MAZDA,CX-7,SUV,1274,2019-09-13
2006,Chevrolet,Colorado Regular Cab,Pickup,1275,2019-02-28
1995,Isuzu,Rodeo,SUV,1611,2018-10-22
1995,Buick,Riviera,Coupe,1277,2006-01-29
2017,Toyota,Corolla,Sedan,1278,2010-07-30
2011,Hyundai,Sonata,Sedan,1279,2015-05-18
2007,Mercedes-Benz,M-Class,SUV,1280,2004-12-21
2010,Mercedes-Benz,S-Class,Sedan,1281,2009-01-03
2018,Aston Martin,DB11,Coupe,1470,2007-03-26
2020,BMW,3 Series,Sedan,1283,2016-05-14
1996,Dodge,Ram 2500 Regular Cab,Pickup,1284,2007-05-26
2010,Ford,Focus,"Sedan, Coupe",1285,2002-02-11
2005,Lexus,LX,SUV,1286,2021-08-25
1993,Nissan,King Cab,Pickup,1287,2015-01-30
2011,Porsche,911,"Convertible, Coupe",1288,2008-09-29
1993,Oldsmobile,Cutlass Supreme,"Coupe, Convertible, Sedan",1289,2015-08-16
2012,Kia,Sorento,SUV,1290,2005-05-22
2000,Chevrolet,Silverado 2500 HD Extended Cab,Pickup,1291,2007-10-08
2014,Toyota,Yaris,Hatchback,1292,2007-01-22
2009,GMC,Savana 1500 Passenger,Van/Minivan,1293,2006-02-21
2003,Kia,Sorento,SUV,1294,2004-11-13
1993,MAZDA,B-Series Cab Plus,Pickup,1295,2012-06-21
2011,Ferrari,599 GTB Fiorano,Coupe,1296,2010-11-01
1999,Dodge,Avenger,Coupe,1297,2011-11-18
2018,Chevrolet,Silverado 2500 HD Double Cab,Pickup,1539,2004-07-18
1997,Toyota,T100 Xtracab,Pickup,1299,2011-06-04
2016,Mercedes-Benz,B-Class,Hatchback,1300,2010-06-07
2014,Nissan,Pathfinder,SUV,1301,2014-12-04
2006,Hyundai,Accent,Sedan,1302,2003-01-23
2018,GMC,Sierra 1500 Crew Cab,Pickup,1303,2004-01-08
2004,Jeep,Liberty,SUV,1304,2019-02-16
2004,Mercedes-Benz,E-Class,"Sedan, Wagon",1305,2010-06-14
2007,Honda,CR-V,SUV,1306,2019-09-26
2004,Chevrolet,Venture Passenger,Van/Minivan,1307,2021-05-16
1997,Ford,Probe,Hatchback,1308,2016-08-28
2019,Nissan,Sentra,Sedan,1309,2009-05-03
2001,Hyundai,XG300,Sedan,1310,2008-02-27
2015,Chevrolet,Sonic,"Sedan, Hatchback",1311,2005-12-20
2017,Nissan,Rogue,SUV,1312,2004-07-28
2014,Lexus,GX,SUV,1313,2016-12-07
2004,Nissan,Quest,Van/Minivan,1314,2022-08-05
2012,Maybach,57,Sedan,1315,2017-04-05
2007,Dodge,Sprinter 2500 Cargo,Van/Minivan,1316,2011-01-27
2020,Toyota,Avalon,Sedan,1317,2014-08-22
2006,Dodge,Charger,Sedan,1318,2000-01-14
1993,Mercedes-Benz,300 CE,"Coupe, Convertible",1319,2004-10-13
1994,Chevrolet,Corsica,Sedan,1646,2006-11-09
1994,Mercury,Villager,Van/Minivan,1321,2018-09-08
1997,BMW,3 Series,"Coupe, Hatchback, Convertible, Sedan",1322,2011-11-25
1992,Plymouth,Acclaim,Sedan,1323,2006-07-31
2013,GMC,Sierra 1500 Regular Cab,Pickup,1324,2011-02-21
2002,Volkswagen,Jetta,"Sedan, Wagon",1325,2015-06-06
2017,Toyota,Tundra Double Cab,Pickup,1326,2007-06-20
2020,Subaru,Crosstrek,SUV,1327,2016-05-21
1994,Lincoln,Town Car,Sedan,1328,2014-07-24
2015,Bentley,Flying Spur,Sedan,1329,2004-12-06
1999,Dodge,Ram 3500 Regular Cab,Pickup,1330,2018-04-07
2005,GMC,Envoy,SUV,1785,2009-12-25
2012,Chrysler,Town & Country,Van/Minivan,1332,2016-12-16
2011,Kia,Sorento,SUV,1333,2014-03-04
2004,Toyota,Tacoma Xtracab,Pickup,1334,2022-11-01
1997,Dodge,Ram Wagon 2500,Van/Minivan,1335,2022-12-31
2002,BMW,5 Series,"Sedan, Wagon",1336,2003-12-09
2014,Nissan,NV3500 HD Cargo,Van/Minivan,1337,2010-02-17
1993,Ford,F250 Regular Cab,Pickup,1338,2022-12-14
2003,BMW,M3,"Coupe, Convertible",1339,2000-01-10
2019,Mercedes-Benz,Mercedes-AMG GLE Coupe,SUV,1700,2020-01-26
2015,Nissan,LEAF,Hatchback,1341,2000-07-07
2015,Ferrari,458 Italia,Coupe,1342,2001-12-30
2003,GMC,Savana 1500 Cargo,Van/Minivan,1343,2019-06-12
2011,Chevrolet,Colorado Extended Cab,Pickup,1344,2014-12-28
2009,MAZDA,MX-5 Miata,Convertible,1345,2021-06-24
2016,Hyundai,Sonata,Sedan,1346,2006-09-16
2018,Hyundai,Elantra,Sedan,1347,2002-11-02
2018,Subaru,Crosstrek,SUV,1348,2006-10-14
2017,Kia,Soul,Wagon,1349,2018-04-11
1997,Porsche,911,"Coupe, Convertible",1350,2021-02-03
2011,GMC,Savana 3500 Passenger,Van/Minivan,1351,2004-02-17
